ID,Name,Birth Year,Death Year,Country,Work,Instrumentation,Link
1448,"Beatty, Stephen W.",,,,"Duet for English Horn and Guitar, Op.1892 (Beatty, Stephen W.)","English horn, guitar",https://imslp.org/wiki/Duet_for_English_Horn_and_Guitar%2C_Op.1892_(Beatty%2C_Stephen_W.)
1449,"Chakravorty, Kingshuk",,,,"Duet for Flute and Guitar, Op.12 (Chakravorty, Kingshuk)","flute, guitar",https://imslp.org/wiki/Duet_for_Flute_and_Guitar%2C_Op.12_(Chakravorty%2C_Kingshuk)
1450,"Moretti, Luigi",1780,1850,,"Duet for Flute and Guitar, Op.17 (Moretti, Luigi)","flute, guitar",https://imslp.org/wiki/Duet_for_Flute_and_Guitar%2C_Op.17_(Moretti%2C_Luigi)
1451,"Call, Leonhard von",1767,1815,,"Duet for Flute and Guitar, Op.87 (Call, Leonhard von)","flute, guitar",https://imslp.org/wiki/Duet_for_Flute_and_Guitar%2C_Op.87_(Call%2C_Leonhard_von)
1452,"Beatty, Stephen W.",,,,"Duet for Flute and Guitar, Op.1840 (Beatty, Stephen W.)","flute, guitar",https://imslp.org/wiki/Duet_for_Flute_and_Guitar%2C_Op.1840_(Beatty%2C_Stephen_W.)
1453,"Beatty, Stephen W.",,,,"Duet for Flute and Guitar, Op.1841 (Beatty, Stephen W.)","flute, guitar",https://imslp.org/wiki/Duet_for_Flute_and_Guitar%2C_Op.1841_(Beatty%2C_Stephen_W.)
1454,"Beatty, Stephen W.",,,,"Duet for Guitar and Cello, Op.1849 (Beatty, Stephen W.)","guitar, cello",https://imslp.org/wiki/Duet_for_Guitar_and_Cello%2C_Op.1849_(Beatty%2C_Stephen_W.)
1455,"Beatty, Stephen W.",,,,"Duet for Guitar and Cello, Op.1863 (Beatty, Stephen W.)","guitar, cello",https://imslp.org/wiki/Duet_for_Guitar_and_Cello%2C_Op.1863_(Beatty%2C_Stephen_W.)
1456,"Pelzer, Ferdinand",1801,1860,,"Duet for Guitar and Piano Forte No.1 (Pelzer, Ferdinand)","guitar, piano",https://imslp.org/wiki/Duet_for_Guitar_and_Piano_Forte_No.1_(Pelzer%2C_Ferdinand)
1457,"Pelzer, Ferdinand",1801,1860,,"Duet for Guitar and Piano Forte No.2 (Pelzer, Ferdinand)","guitar,piano",https://imslp.org/wiki/Duet_for_Guitar_and_Piano_Forte_No.2_(Pelzer%2C_Ferdinand)
1458,"Beatty, Stephen W.",,,,"Duet for Guitar and Viola, Op.1897 (Beatty, Stephen W.)","guitar, viola",https://imslp.org/wiki/Duet_for_Guitar_and_Viola%2C_Op.1897_(Beatty%2C_Stephen_W.)
1459,"Beatty, Stephen W.",,,,"Duet for Guitar and Violin, Op.1850 (Beatty, Stephen W.)","guitar, violin",https://imslp.org/wiki/Duet_for_Guitar_and_Violin%2C_Op.1850_(Beatty%2C_Stephen_W.)
1460,"Beatty, Stephen W.",,,,"Duet for Harpsichord and Guitar, Op.1864 (Beatty, Stephen W.)","harpsichord, guitar",https://imslp.org/wiki/Duet_for_Harpsichord_and_Guitar%2C_Op.1864_(Beatty%2C_Stephen_W.)
1461,"Beatty, Stephen W.",,,,"Duet for Mandolin and Guitar, Op.1818 (Beatty, Stephen W.)","mandolin, guitar",https://imslp.org/wiki/Duet_for_Mandolin_and_Guitar%2C_Op.1818_(Beatty%2C_Stephen_W.)
1462,"Beatty, Stephen W.",,,,"Duet for Mezzo-Soprano and Guitar, Op.1883 (Beatty, Stephen W.)","mezzo-soprano, guitar",https://imslp.org/wiki/Duet_for_Mezzo-Soprano_and_Guitar%2C_Op.1883_(Beatty%2C_Stephen_W.)
1463,"Beatty, Stephen W.",,,,"Duet for Oboe and Guitar, Op.1842 (Beatty, Stephen W.)","oboe, guitar",https://imslp.org/wiki/Duet_for_Oboe_and_Guitar%2C_Op.1842_(Beatty%2C_Stephen_W.)
1464,"Beatty, Stephen W.",,,,"Duet for Oboe and Guitar, Op.1843 (Beatty, Stephen W.)","oboe, guitar",https://imslp.org/wiki/Duet_for_Oboe_and_Guitar%2C_Op.1843_(Beatty%2C_Stephen_W.)
1465,"Beatty, Stephen W.",,,,"Duet for Oboe and Guitar, Op.1898 (Beatty, Stephen W.)","oboe, guitar",https://imslp.org/wiki/Duet_for_Oboe_and_Guitar%2C_Op.1898_(Beatty%2C_Stephen_W.)
1466,"Beatty, Stephen W.",,,,"Duet for Oboe d'amore and Guitar, Op.1847 (Beatty, Stephen W.)","oboe d'amore, guitar",https://imslp.org/wiki/Duet_for_Oboe_d'amore_and_Guitar%2C_Op.1847_(Beatty%2C_Stephen_W.)
1467,"Chakravorty, Kingshuk",,,,"Duet for Oboe or Flute and Guitar, Op.4 (Chakravorty, Kingshuk)","flute (or oboe), guitar",https://imslp.org/wiki/Duet_for_Oboe_or_Flute_and_Guitar%2C_Op.4_(Chakravorty%2C_Kingshuk)
1468,"Beatty, Stephen W.",,,,"Duet for Soprano Recorder and Guitar, Op.1858 (Beatty, Stephen W.)","soprano recorder, guitar",https://imslp.org/wiki/Duet_for_Soprano_Recorder_and_Guitar%2C_Op.1858_(Beatty%2C_Stephen_W.)
1469,"Beatty, Stephen W.",,,,"Duet for Tenor and Guitar, Op.1886 (Beatty, Stephen W.)","tenor, guitar",https://imslp.org/wiki/Duet_for_Tenor_and_Guitar%2C_Op.1886_(Beatty%2C_Stephen_W.)
1470,"Beatty, Stephen W.",,,,"Duet for Tenor Recorder and Guitar, Op.1862 (Beatty, Stephen W.)","recorder, guitar",https://imslp.org/wiki/Duet_for_Tenor_Recorder_and_Guitar%2C_Op.1862_(Beatty%2C_Stephen_W.)
1471,"Giuliani, Mauro",1781,1829,,"Duet in A major (Giuliani, Mauro)","flute (or violin), guitar",https://imslp.org/wiki/Duet_in_A_major_(Giuliani%2C_Mauro)
1472,"Abreu, Antonio",1750,1820,,"Dueto para Violoncelo y Guitarra (Abreu, Antonio)","cello, guitar",https://imslp.org/wiki/Dueto_para_Violoncelo_y_Guitarra_(Abreu%2C_Antonio)
1473,"Boden, Andrew David",,,,"3 Duets for Eric (Boden, Andrew David)","2 mandolins (or mandolin and violin), guitar (optional)",https://imslp.org/wiki/3_Duets_for_Eric_(Boden%2C_Andrew_David)
1474,"Carulli, Ferdinando",1770,1841,,"8 Duets on Airs from 'Le nozze di Figaro', Op.66 (Carulli, Ferdinando)","violin, guitar (or lyre-guitar)",https://imslp.org/wiki/8_Duets_on_Airs_from_'Le_nozze_di_Figaro'%2C_Op.66_(Carulli%2C_Ferdinando)
1475,"Gragnani, Filippo",1767,1812,,"3 Duets (Gragnani, Filippo)","violin (or flute), guitar",https://imslp.org/wiki/3_Duets_(Gragnani%2C_Filippo)
1476,"Carulli, Ferdinando",1770,1841,,"3 Duets, Op.48 (Carulli, Ferdinando)",2 guitars,https://imslp.org/wiki/3_Duets%2C_Op.48_(Carulli%2C_Ferdinando)
1477,"Ciebra, Jose Maria de",1839,1862,,"Duett Concertante for 2 Guitars ""Quintetto & Chorus from Semiramide"" (Ciebra, Jose Maria de)",2 guitars,https://imslp.org/wiki/Duett_Concertante_for_2_Guitars_%22Quintetto_%26_Chorus_from_Semiramide%22_(Ciebra%2C_Jose_Maria_de)
1478,"Decker-Schenk, Johann",1826,1899,,"Duett-Album für zwei 6-saitige Guitarren (Decker-Schenk, Johann)",2 guitars,https://imslp.org/wiki/Duett-Album_f%C3%BCr_zwei_6-saitige_Guitarren_(Decker-Schenk%2C_Johann)
1479,"Carulli, Ferdinando",1770,1841,,"3 Duetti for Violin and Guitar (Carulli, Ferdinando)","guitar, violin",https://imslp.org/wiki/3_Duetti_for_Violin_and_Guitar_(Carulli%2C_Ferdinando)
1480,"Monzino, Giacomo Antonio",1772,1854,,"3 Duetti per Chitarra e Flauto o Violino, Op.15 (Monzino, Giacomo Antonio)","flute (or violin), guitar",https://imslp.org/wiki/3_Duetti_per_Chitarra_e_Flauto_o_Violino%2C_Op.15_(Monzino%2C_Giacomo_Antonio)
1481,"Carulli, Ferdinando",1770,1841,,"3 Duetti per Chitarra Francese (Carulli, Ferdinando)",2 guitars,https://imslp.org/wiki/3_Duetti_per_Chitarra_Francese_(Carulli%2C_Ferdinando)
1482,"Carulli, Ferdinando",1770,1841,,"3 Duetti per due Chitarre (Carulli, Ferdinando)",2 guitars,https://imslp.org/wiki/3_Duetti_per_due_Chitarre_(Carulli%2C_Ferdinando)
1483,"Aubert, Pierre François Olivier",1763,1830,,"3 Duetti, Op.34 (Aubert, Pierre François Olivier)",2 guitars,https://imslp.org/wiki/3_Duetti%2C_Op.34_(Aubert%2C_Pierre_Fran%C3%A7ois_Olivier)
1484,"Carulli, Ferdinando",1770,1841,,"2 Duetti, Op.158 (Carulli, Ferdinando)","flute, guitar",https://imslp.org/wiki/2_Duetti%2C_Op.158_(Carulli%2C_Ferdinando)
1485,"Bevilacqua, Matteo",1768,1821,,"3 Duettini con l'accompagnamento di Chitarra, Op.56 (Bevilacqua, Matteo)","2 voices, guitar",https://imslp.org/wiki/3_Duettini_con_l'accompagnamento_di_Chitarra%2C_Op.56_(Bevilacqua%2C_Matteo)
1486,"Munier, Carlo",1859,1911,,"12 Duettini Concertanti, Op.262 (Munier, Carlo)",2 guitars,https://imslp.org/wiki/12_Duettini_Concertanti%2C_Op.262_(Munier%2C_Carlo)
1487,"Rolla, Alessandro",1757,1841,,"3 Duettini for Violin and Guitar, BI 275, 268, 276 (Rolla, Alessandro)","violin, guitar",https://imslp.org/wiki/3_Duettini_for_Violin_and_Guitar%2C_BI_275%2C_268%2C_276_(Rolla%2C_Alessandro)
1488,"Totti, Giuseppe",1751,1832,,"Duettini, cavatina e canzoncina portoghesa (Totti, Giuseppe)","2 sopranos, guitar (or piano or cembalo)",https://imslp.org/wiki/Duettini%2C_cavatina_e_canzoncina_portoghesa_(Totti%2C_Giuseppe)
1489,"Giuliani, Mauro",1781,1829,,"Duettino Facile, Op.77 (Giuliani, Mauro)","flute (or violin), guitar",https://imslp.org/wiki/Duettino_Facile%2C_Op.77_(Giuliani%2C_Mauro)
1490,"Morkov, Vladimir",1801,1864,,"Duettino from the Opera 'Guelphs and Ghibellines' (Morkov, Vladimir)","guitar, piano",https://imslp.org/wiki/Duettino_from_the_Opera_'Guelphs_and_Ghibellines'_(Morkov%2C_Vladimir)
1491,"Pettoletti, Pietro",1795,1870,,"Duettino sur un air de 'La sonnambula', Op.30 (Pettoletti, Pietro)","Guitar, Piano",https://imslp.org/wiki/Duettino_sur_un_air_de_'La_sonnambula'%2C_Op.30_(Pettoletti%2C_Pietro)
1492,"Bosch, Jacques",1825,1895,,"Duettino, Op.10 (Bosch, Jacques)",Guitar,https://imslp.org/wiki/Duettino%2C_Op.10_(Bosch%2C_Jacques)
1493,"Diabelli, Anton",1781,1858,,"20 Duettinos (Diabelli, Anton)","guitar, piano",https://imslp.org/wiki/20_Duettinos_(Diabelli%2C_Anton)
1494,"Legnani, Luigi",1790,1877,,"Duetto concertante per chitarre e flauto, Op.23 (Legnani, Luigi)","flute, guitar",https://imslp.org/wiki/Duetto_concertante_per_chitarre_e_flauto%2C_Op.23_(Legnani%2C_Luigi)
1495,"Moretti, Luigi",1780,1850,,"Duetto concertato (Moretti, Luigi)",2 guitars (or 2 lyres),https://imslp.org/wiki/Duetto_concertato_(Moretti%2C_Luigi)
1496,"Legnani, Luigi",1790,1877,,"Duetto et Caprice, Op.5 (Legnani, Luigi)",guitar,https://imslp.org/wiki/Duetto_et_Caprice%2C_Op.5_(Legnani%2C_Luigi)
1497,"Carulli, Ferdinando",1770,1841,,"Duetto per Violino e Chitarra (Carulli, Ferdinando)","violin, guitar",https://imslp.org/wiki/Duetto_per_Violino_e_Chitarra_(Carulli%2C_Ferdinando)
1498,"Coste, Napoléon",1805,1883,,"Duetto pour deux guitares (Coste, Napoléon)",2 guitars,https://imslp.org/wiki/Duetto_pour_deux_guitares_(Coste%2C_Napol%C3%A9on)
1499,"Carulli, Ferdinando",1770,1841,,"Duetto pour Guitarre et Violon, Op.8 (Carulli, Ferdinando)","guitar, violin",https://imslp.org/wiki/Duetto_pour_Guitarre_et_Violon%2C_Op.8_(Carulli%2C_Ferdinando)
1500,"Gragnani, Filippo",1767,1812,,"3 Dui per Violino & Chitarra, Op.8 (Gragnani, Filippo)","violin, guitar",https://imslp.org/wiki/3_Dui_per_Violino_%26_Chitarra%2C_Op.8_(Gragnani%2C_Filippo)
1501,"Frey, E. H.",1862,1932,,"The Duke's Grand March (Frey, E. H.)",2 guitars,https://imslp.org/wiki/The_Duke's_Grand_March_(Frey%2C_E._H.)
1502,"Damas, Tomás",1825,1890,,"Dulce memoria (Damas, Tomás)","voice, guitar",https://imslp.org/wiki/Dulce_memoria_(Damas%2C_Tom%C3%A1s)
1503,"Castillo, David del",1862,1928,,"Dulce sueño (Castillo, David del)",guitar,https://imslp.org/wiki/Dulce_sue%C3%B1o_(Castillo%2C_David_del)
1504,"Sagreras, Julio Salvador",1879,1942,,"Dulces cadenas, Op.1 (Sagreras, Julio Salvador)",Guitar,https://imslp.org/wiki/Dulces_cadenas%2C_Op.1_(Sagreras%2C_Julio_Salvador)
1505,"Aleksandrov, Nikolay",1818,1884,,"Dumka (Aleksandrov, Nikolay)",guitar,https://imslp.org/wiki/Dumka_(Aleksandrov%2C_Nikolay)
1506,"Mariscotti, Luigi",1790,1820,,"Duo brillant et facile, Op.1 (Mariscotti, Luigi)",2 guitars,https://imslp.org/wiki/Duo_brillant_et_facile%2C_Op.1_(Mariscotti%2C_Luigi)
1507,"Carulli, Ferdinando",1770,1841,,"Duo brillant et non difficile for 2 Guitars, Op.133 (Carulli, Ferdinando)",2 guitars,https://imslp.org/wiki/Duo_brillant_et_non_difficile_for_2_Guitars%2C_Op.133_(Carulli%2C_Ferdinando)
1508,"Gragnani, Filippo",1767,1812,,"Duo concertant facile pour guitare et piano (Gragnani, Filippo)","guitar, piano",https://imslp.org/wiki/Duo_concertant_facile_pour_guitare_et_piano_(Gragnani%2C_Filippo)
1509,"Sandrini, Paul",1780,1813,,"Duo concertant for Guitar and Flute, Op.12 (Sandrini, Paul)","flute, guitar",https://imslp.org/wiki/Duo_concertant_for_Guitar_and_Flute%2C_Op.12_(Sandrini%2C_Paul)
1510,"Bevilacqua, Matteo",1768,1821,,"Duo concertant for Guitar and Violin, Op.9 (Bevilacqua, Matteo)","violin, guitar",https://imslp.org/wiki/Duo_concertant_for_Guitar_and_Violin%2C_Op.9_(Bevilacqua%2C_Matteo)
1511,"Giuliani, Mauro",1781,1829,,"Duo Concertant for Violin and Guitar, Op.25 (Giuliani, Mauro)","violin, guitar",https://imslp.org/wiki/Duo_Concertant_for_Violin_and_Guitar%2C_Op.25_(Giuliani%2C_Mauro)
1512,"Corret, A.",1815,,,"Duo concertant No.1, Op.5 (Corret, A.)","horn (or violin), guitar",https://imslp.org/wiki/Duo_concertant_No.1%2C_Op.5_(Corret%2C_A.)
1513,"Corret, A.",1815,,,"Duo concertant No.2, Op.7 (Corret, A.)","horn (or violin), guitar",https://imslp.org/wiki/Duo_concertant_No.2%2C_Op.7_(Corret%2C_A.)
1514,"Aubéry du Boulley, Prudent Louis",1796,1870,,"Duo concertant pour 2 Guitares, Op.50 (Aubéry du Boulley, Prudent Louis)",2 guitars,https://imslp.org/wiki/Duo_concertant_pour_2_Guitares%2C_Op.50_(Aub%C3%A9ry_du_Boulley%2C_Prudent_Louis)
1515,"Magnien, Victor",1802,1885,,"Duo Concertant pour Guitare et Violon, Op.5 (Magnien, Victor)","violin, guitar",https://imslp.org/wiki/Duo_Concertant_pour_Guitare_et_Violon%2C_Op.5_(Magnien%2C_Victor)
1516,"Magnien, Victor",1802,1885,,"Duo Concertant pour Guitare et Violon, Op.6 (Magnien, Victor)","violin, guitar",https://imslp.org/wiki/Duo_Concertant_pour_Guitare_et_Violon%2C_Op.6_(Magnien%2C_Victor)
1517,"Plouvier, Pierre Joseph",,1826,,"Duo concertant pour Guitare et Violoncelle ou Violon (Plouvier, Pierre Joseph)","cello (or violin), guitar",https://imslp.org/wiki/Duo_concertant_pour_Guitare_et_Violoncelle_ou_Violon_(Plouvier%2C_Pierre_Joseph)
1518,"Aubéry du Boulley, Prudent Louis",1796,1870,,"Duo concertant pour Piano et Guitare, Op.31 (Aubéry du Boulley, Prudent Louis)","guitar, piano",https://imslp.org/wiki/Duo_concertant_pour_Piano_et_Guitare%2C_Op.31_(Aub%C3%A9ry_du_Boulley%2C_Prudent_Louis)
1519,"Carulli, Ferdinando",1770,1841,,"Duo concertant, Op.27 (Carulli, Ferdinando)","violin, guitar",https://imslp.org/wiki/Duo_concertant%2C_Op.27_(Carulli%2C_Ferdinando)
1520,"Carulli, Ferdinando",1770,1841,,"Duo concertant, Op.328 (Carulli, Ferdinando)",2 guitars,https://imslp.org/wiki/Duo_concertant%2C_Op.328_(Carulli%2C_Ferdinando)
1521,"Darr, Adam",1811,1866,,"Duo Concertante No.14 (Darr, Adam)",2 guitars,https://imslp.org/wiki/Duo_Concertante_No.14_(Darr%2C_Adam)
1522,"Vidal, B.",1774,1800,,"6 Duo concertants pour Guitarre et Violon, Op.24 (Vidal, B.)","violin, guitar",https://imslp.org/wiki/6_Duo_concertants_pour_Guitarre_et_Violon%2C_Op.24_(Vidal%2C_B.)
1523,"Abreu, Antonio",1750,1820,,"Duo de Guitarras (Abreu, Antonio)",2 guitars,https://imslp.org/wiki/Duo_de_Guitarras_(Abreu%2C_Antonio)
1524,"Laporta, Isidoro de",1750,1808,,"Dúo de Guitarras (Laporta, Isidoro de)",2 guitars,https://imslp.org/wiki/D%C3%BAo_de_Guitarras_(Laporta%2C_Isidoro_de)
1525,"Carulli, Ferdinando",1770,1841,,"Duo Facile pour Piano et Guitare, Op.37 (Carulli, Ferdinando)","guitar, piano",https://imslp.org/wiki/Duo_Facile_pour_Piano_et_Guitare%2C_Op.37_(Carulli%2C_Ferdinando)
1526,"Gedan, Jörg",,,,"Duo for 2 Guitars (Gedan, Jörg)",2 guitars,https://imslp.org/wiki/Duo_for_2_Guitars_(Gedan%2C_J%C3%B6rg)
1527,"Gatayes, Guillaume-Pierre-Antoine",1774,1846,,"Duo for Guitar and Flute No.1, Op.41 (Gatayes, Guillaume-Pierre-Antoine)","flute, guitar",https://imslp.org/wiki/Duo_for_Guitar_and_Flute_No.1%2C_Op.41_(Gatayes%2C_Guillaume-Pierre-Antoine)
1528,"Gatayes, Guillaume-Pierre-Antoine",1774,1846,,"Duo for Guitar and Flute No.2, Op.43 (Gatayes, Guillaume-Pierre-Antoine)","flute, guitar",https://imslp.org/wiki/Duo_for_Guitar_and_Flute_No.2%2C_Op.43_(Gatayes%2C_Guillaume-Pierre-Antoine)
1529,"Gatayes, Guillaume-Pierre-Antoine",1774,1846,,"Duo for Guitar and Flute No.3, Op.42 (Gatayes, Guillaume-Pierre-Antoine)","flute, guitar",https://imslp.org/wiki/Duo_for_Guitar_and_Flute_No.3%2C_Op.42_(Gatayes%2C_Guillaume-Pierre-Antoine)
1530,"Gatayes, Guillaume-Pierre-Antoine",1774,1846,,"Duo for Guitar and Flute No.4, Op.52 (Gatayes, Guillaume-Pierre-Antoine)","flute, guitar",https://imslp.org/wiki/Duo_for_Guitar_and_Flute_No.4%2C_Op.52_(Gatayes%2C_Guillaume-Pierre-Antoine)
1531,"Gatayes, Guillaume-Pierre-Antoine",1774,1846,,"Duo for Guitar and Piano No.6, Op.61 (Gatayes, Guillaume-Pierre-Antoine)","guitar, piano",https://imslp.org/wiki/Duo_for_Guitar_and_Piano_No.6%2C_Op.61_(Gatayes%2C_Guillaume-Pierre-Antoine)
1532,"Carulli, Ferdinando",1770,1841,,"Duo for Guitar and Piano, Op.135 (Carulli, Ferdinando)","guitar, piano",https://imslp.org/wiki/Duo_for_Guitar_and_Piano%2C_Op.135_(Carulli%2C_Ferdinando)
1533,"Gatayes, Guillaume-Pierre-Antoine",1774,1846,,"Duo for Guitar and Violin No.2, Op.35 (Gatayes, Guillaume-Pierre-Antoine)","violin, guitar",https://imslp.org/wiki/Duo_for_Guitar_and_Violin_No.2%2C_Op.35_(Gatayes%2C_Guillaume-Pierre-Antoine)
1534,"Aubert, Pierre François Olivier",1763,1830,,"Duo for Piano and Guitar No.1, Op.22 (Aubert, Pierre François Olivier)","guitar, piano",https://imslp.org/wiki/Duo_for_Piano_and_Guitar_No.1%2C_Op.22_(Aubert%2C_Pierre_Fran%C3%A7ois_Olivier)
1535,"Aubert, Pierre François Olivier",1763,1830,,"Duo for Piano and Guitar No.2, Op.25 (Aubert, Pierre François Olivier)","piano, guitar",https://imslp.org/wiki/Duo_for_Piano_and_Guitar_No.2%2C_Op.25_(Aubert%2C_Pierre_Fran%C3%A7ois_Olivier)
1536,"Gatayes, Guillaume-Pierre-Antoine",1774,1846,,"Duo for Piano and Guitar No.3, Op.31 (Gatayes, Guillaume-Pierre-Antoine)","piano, guitar",https://imslp.org/wiki/Duo_for_Piano_and_Guitar_No.3%2C_Op.31_(Gatayes%2C_Guillaume-Pierre-Antoine)
1537,"Gatayes, Guillaume-Pierre-Antoine",1774,1846,,"Duo for Piano and Guitar No.4, Op.47 (Gatayes, Guillaume-Pierre-Antoine)","guitar, piano",https://imslp.org/wiki/Duo_for_Piano_and_Guitar_No.4%2C_Op.47_(Gatayes%2C_Guillaume-Pierre-Antoine)
1538,"Carulli, Ferdinando",1770,1841,,"Duo for Piano and Guitar, Op.150 (Carulli, Ferdinando)","guitar, piano",https://imslp.org/wiki/Duo_for_Piano_and_Guitar%2C_Op.150_(Carulli%2C_Ferdinando)
1539,"Vimeux, Joseph",1803,1847,,"Duo for Piano and Guitar (Vimeux, Joseph)","guitar, piano",https://imslp.org/wiki/Duo_for_Piano_and_Guitar_(Vimeux%2C_Joseph)
1540,"Carulli, Ferdinando",1770,1841,,"Duo for Violin and Guitar in G major (Carulli, Ferdinando)","violin,guitar",https://imslp.org/wiki/Duo_for_Violin_and_Guitar_in_G_major_(Carulli%2C_Ferdinando)
1541,"Carulli, Ferdinando",1770,1841,,"Duo for Violin and Guitar, Op.17 (Carulli, Ferdinando)","violin, guitar",https://imslp.org/wiki/Duo_for_Violin_and_Guitar%2C_Op.17_(Carulli%2C_Ferdinando)
1542,"Carulli, Ferdinando",1770,1841,,"Duo for Violin and Guitar, Op.26 (Carulli, Ferdinando)","violin, guitar",https://imslp.org/wiki/Duo_for_Violin_and_Guitar%2C_Op.26_(Carulli%2C_Ferdinando)
1543,"Laporta, Isidoro de",1750,1808,,"Duo in A major (Laporta, Isidoro de)",2 guitars,https://imslp.org/wiki/Duo_in_A_major_(Laporta%2C_Isidoro_de)
1544,"Morkov, Vladimir",1801,1864,,"Duo in E minor (Morkov, Vladimir)",2 guitars,https://imslp.org/wiki/Duo_in_E_minor_(Morkov%2C_Vladimir)
1545,"Laporta, Isidoro de",1750,1808,,"Duo in G major (Laporta, Isidoro de)",2 guitars,https://imslp.org/wiki/Duo_in_G_major_(Laporta%2C_Isidoro_de)
1546,"Scheidler, Christian Gottlieb",1747,1829,,"Duo No.1 pour guitarre et violon (Scheidler, Christian Gottlieb)","violin, guitar",https://imslp.org/wiki/Duo_No.1_pour_guitarre_et_violon_(Scheidler%2C_Christian_Gottlieb)
1547,"Darr, Adam",1811,1866,,"Duo No.1 (Darr, Adam)",2 guitars,https://imslp.org/wiki/Duo_No.1_(Darr%2C_Adam)
1548,"Scheidler, Christian Gottlieb",1747,1829,,"Duo No.2 pour guitarre et violon (Scheidler, Christian Gottlieb)","violin, guitar",https://imslp.org/wiki/Duo_No.2_pour_guitarre_et_violon_(Scheidler%2C_Christian_Gottlieb)
1549,"Darr, Adam",1811,1866,,"Duo No.2 (Darr, Adam)",2 guitars,https://imslp.org/wiki/Duo_No.2_(Darr%2C_Adam)
1550,"Zimmermann, H. (guitar composer)",1908,1916,,"Duo No.2 (Zimmermann, H. @guitar composer^)",2 guitars,https://imslp.org/wiki/Duo_No.2_(Zimmermann%2C_H._%40guitar_composer%5E)
1551,"Aubéry du Boulley, Prudent Louis",1796,1870,,"Duo No.3, Op.46 (Aubéry du Boulley, Prudent Louis)","guitar, piano",https://imslp.org/wiki/Duo_No.3%2C_Op.46_(Aub%C3%A9ry_du_Boulley%2C_Prudent_Louis)
1552,"Darr, Adam",1811,1866,,"Duo No.3 (Darr, Adam)",2 Guitars,https://imslp.org/wiki/Duo_No.3_(Darr%2C_Adam)
1553,"Aubéry du Boulley, Prudent Louis",1796,1870,,"Duo No.4, Op.52 (Aubéry du Boulley, Prudent Louis)","guitar, piano",https://imslp.org/wiki/Duo_No.4%2C_Op.52_(Aub%C3%A9ry_du_Boulley%2C_Prudent_Louis)
1554,"Darr, Adam",1811,1866,,"Duo No.4 (Darr, Adam)",2 guitars,https://imslp.org/wiki/Duo_No.4_(Darr%2C_Adam)
1555,"Albert, Heinrich (guitarist)",1870,1950,,"Duo No.5 (Albert, Heinrich @guitarist^)",2 guitars,https://imslp.org/wiki/Duo_No.5_(Albert%2C_Heinrich_%40guitarist%5E)
1556,"Darr, Adam",1811,1866,,"Duo No.5 (Darr, Adam)",2 guitars,https://imslp.org/wiki/Duo_No.5_(Darr%2C_Adam)
1557,"Darr, Adam",1811,1866,,"Duo No.6 (Darr, Adam)",2 guitars,https://imslp.org/wiki/Duo_No.6_(Darr%2C_Adam)
1558,"Albert, Heinrich (guitarist)",1870,1950,,"Duo No.7 (Albert, Heinrich @guitarist^)",2 guitars,https://imslp.org/wiki/Duo_No.7_(Albert%2C_Heinrich_%40guitarist%5E)
1559,"Darr, Adam",1811,1866,,"Duo No.7 (Darr, Adam)",2 guitars,https://imslp.org/wiki/Duo_No.7_(Darr%2C_Adam)
1560,"Darr, Adam",1811,1866,,"Duo No.8 (Darr, Adam)",2 guitars,https://imslp.org/wiki/Duo_No.8_(Darr%2C_Adam)
1561,"Darr, Adam",1811,1866,,"Duo No.9 (Darr, Adam)",2 guitars,https://imslp.org/wiki/Duo_No.9_(Darr%2C_Adam)
1562,"Darr, Adam",1811,1866,,"Duo No.10 (Darr, Adam)",2 guitars,https://imslp.org/wiki/Duo_No.10_(Darr%2C_Adam)
1563,"Darr, Adam",1811,1866,,"Duo No.11 (Darr, Adam)",2 guitars,https://imslp.org/wiki/Duo_No.11_(Darr%2C_Adam)
1564,"Darr, Adam",1811,1866,,"Duo No.12 (Darr, Adam)",2 guitars,https://imslp.org/wiki/Duo_No.12_(Darr%2C_Adam)
1565,"Darr, Adam",1811,1866,,"Duo No.13 'Desert' (Darr, Adam)",2 guitars,https://imslp.org/wiki/Duo_No.13_'Desert'_(Darr%2C_Adam)
1566,"Lhoyer, Antoine de",1768,1852,,"6 Duo Nocturnes, Op.37 (Lhoyer, Antoine de)",2 guitars,https://imslp.org/wiki/6_Duo_Nocturnes%2C_Op.37_(Lhoyer%2C_Antoine_de)
1567,"Carulli, Ferdinando",1770,1841,,"Duo on 4 Motifs from 'Semiramide', Op.312 (Carulli, Ferdinando)","violin, guitar",https://imslp.org/wiki/Duo_on_4_Motifs_from_'Semiramide'%2C_Op.312_(Carulli%2C_Ferdinando)
1568,"Küffner, Joseph",1776,1856,,"Duo pour flauto e guitarre (Küffner, Joseph)","flute, guitar",https://imslp.org/wiki/Duo_pour_flauto_e_guitarre_(K%C3%BCffner%2C_Joseph)
1569,"Sauter, Louis",,,,"Duo pour flûte à bec et guitare, Op.2 (Sauter, Louis)","recorder (or flute), guitar",https://imslp.org/wiki/Duo_pour_fl%C3%BBte_%C3%A0_bec_et_guitare%2C_Op.2_(Sauter%2C_Louis)
